generation,path_length_rings,euclid_distance,effective_rings,global_x,global_y,heading_running,heading_windowed,local_clock,elapsed_s,hop_ms,patch_ms
670503,367612,1061845.2197,334516.8777,1038693.0265,-220521.1508,-11.9862,-11.7684,1.8333,3717.814,127.94,126.62
672696,368813,1065317.7159,335610.8305,1042090.6619,-221238.3120,-11.9859,-11.4786,1.7500,3730.390,122.12,120.87
674894,370014,1068799.1973,336707.6140,1045495.4655,-221964.9749,-11.9862,-11.9557,1.9167,3742.744,123.62,122.28
677073,371215,1072249.1097,337794.4521,1048869.9995,-222682.2034,-11.9862,-11.9018,1.7500,3755.404,129.42,128.09
679266,372416,1075722.3177,338888.6292,1052267.7280,-223402.3537,-11.9861,-11.8955,1.9167,3768.304,130.83,129.49
681455,373617,1079190.0283,339981.0744,1055659.1308,-224125.8277,-11.9863,-11.7989,1.8333,3781.215,127.36,126.02
683652,374819,1082668.0993,341076.7835,1059062.2029,-224844.2249,-11.9861,-11.9331,1.9167,3794.114,130.98,129.61
685841,376019,1086134.4629,342168.8043,1062452.6536,-225565.6978,-11.9862,-11.7804,1.8333,3806.967,127.58,126.22
688034,377222,1089608.3218,343263.1865,1065851.1582,-226285.3263,-11.9861,-12.2157,1.9167,3819.811,130.20,128.85
690226,378423,1093079.3043,344356.6625,1069246.3263,-227006.8209,-11.9861,-11.8840,1.9167,3832.694,129.83,128.44
692409,379624,1096537.4938,345446.1082,1072628.2650,-227729.0270,-11.9863,-12.5555,1.5833,3845.598,127.80,126.52
694603,380825,1100010.4923,346540.2193,1076025.7014,-228449.5440,-11.9863,-12.6584,1.9167,3858.492,130.16,128.73
696790,382026,1103473.0153,347631.0302,1079414.1195,-229162.0980,-11.9859,-11.3328,1.9167,3871.419,129.46,128.10
698985,383227,1106950.4649,348726.5435,1082814.5898,-229889.7577,-11.9862,-11.8924,1.7500,3884.308,130.73,129.47
701175,384428,1110418.8138,349819.1898,1086207.5486,-230608.9768,-11.9862,-12.3760,1.7500,3897.216,130.20,128.89
